"","state","category","acreage","year"
"7462","florida","Olives",0,2009
"7463","florida","Oranges",1032054.94004,2009
"7464","florida","Honeydew Melons",0,2009
"7465","florida","Broccoli",0,2009
"7466","florida","Peppers",0,2009
"7467","florida","Pomegranates",0,2009
"7468","florida","Nectarines",0,2009
"7469","florida","Greens",481.48301,2009
"7470","florida","Plums",0,2009
"7471","florida","Strawberries",2489.70083,2009
"7472","florida","Squash",1274.31762,2009
"7473","florida","Apricots",0,2009
"7474","florida","Vetch",0,2009
"7475","florida","Dbl Crop WinWht/Corn",0,2009
"7476","florida","Dbl Crop Oats/Corn",843.095654,2009
"7477","florida","Lettuce",71.610868,2009
"7478","florida","Pumpkins",0,2009
"7479","florida","Dbl Crop Lettuce/Durum Wht",0,2009
"7480","florida","Dbl Crop Lettuce/Cantaloupe",0,2009
"7481","florida","Dbl Crop Lettuce/Cotton",0,2009
"7482","florida","Dbl Crop Lettuce/Barley",0,2009
"7483","florida","Dbl Crop Durum Wht/Sorghum",0,2009
"7484","florida","Dbl Crop Barley/Sorghum",0,2009
"7485","florida","Dbl Crop WinWht/Sorghum",0,2009
"7486","florida","Dbl Crop Barley/Corn",0,2009
"7487","florida","Dbl Crop WinWht/Cotton",929.384526,2009
"7488","florida","Dbl Crop Soybeans/Cotton",0,2009
"7489","florida","Dbl Crop Soybeans/Oats",2302.667476,2009
"7490","florida","Dbl Crop Corn/Soybeans",1702.42607,2009
"7491","florida","Blueberries",127.209368,2009
"7492","florida","Cabbage",4.003092,2009
"7493","florida","Cauliflower",0,2009
"7494","florida","Celery",650.280056,2009
"7495","florida","Radishes",530.40969,2009
"7496","florida","Turnips",0,2009
"7497","florida","Eggplants",0,2009
"7498","florida","Gourds",0,2009
"7499","florida","Cranberries",0,2009
"7500","florida","Dbl Crop Barley/Soybeans",0,2009
"7501","georgia","Corn",463867.18126,2009
"7502","georgia","Cotton",1108038.296474,2009
"7503","georgia","Rice",0,2009
"7504","georgia","Sorghum",9691.485732,2009
"7505","georgia","Soybeans",339426.61856,2009
"7506","georgia","Sunflower",3028.339098,2009
"7507","georgia","Peanuts",666338.01477,2009
"7508","georgia","Tobacco",2201.7006,2009
"7509","georgia","Sweet Corn",2306.22578,2009
"7510","georgia","Pop or Orn Corn",0,2009
"7511","georgia","Mint",0,2009
"7512","georgia","Barley",120.315154,2009
"7513","georgia","Durum Wheat",0,2009
"7514","georgia","Spring Wheat",0,2009
"7515","georgia","Winter Wheat",102686.426408,2009
"7516","georgia","Other Small Grains",0,2009
"7517","georgia","Dbl Crop WinWht/Soybeans",143156.796952,2009
"7518","georgia","Rye",17457.039424,2009
"7519","georgia","Oats",9942.790952,2009
"7520","georgia","Millet",12410.474776,2009
"7521","georgia","Speltz",0,2009
"7522","georgia","Canola",1077.054142,2009
"7523","georgia","Flaxseed",0,2009
"7524","georgia","Safflower",0,2009
"7525","georgia","Rape Seed",0,2009
"7526","georgia","Mustard",0,2009
"7527","georgia","Alfalfa",418.767902,2009
"7528","georgia","Other Hay/Non Alfalfa",606978.609836,2009
"7529","georgia","Camelina",0,2009
"7530","georgia","Buckwheat",0,2009
"7531","georgia","Sugarbeets",0,2009
"7532","georgia","Dry Beans",382.072892,2009
"7533","georgia","Potatoes",20.460248,2009
"7534","georgia","Other Crops",3323.900724,2009
"7535","georgia","Sugarcane",0,2009
"7536","georgia","Sweet Potatoes",18.90349,2009
"7537","georgia","Misc Vegs & Fruits",2480.80507,2009
"7538","georgia","Watermelons",4975.176174,2009
"7539","georgia","Onions",703.209828,2009
"7540","georgia","Cucumbers",536.414328,2009
"7541","georgia","Chick Peas",0,2009
"7542","georgia","Lentils",0,2009
"7543","georgia","Peas",1653.276996,2009
"7544","georgia","Tomatoes",174.57929,2009
"7545","georgia","Caneberries",0,2009
"7546","georgia","Hops",0,2009
"7547","georgia","Herbs",0,2009
"7548","georgia","Clover/Wildflowers",245.522976,2009
"7549","georgia","Sod/Grass Seed",43814.731516,2009
"7550","georgia","Switchgrass",0,2009
"7551","georgia","Fallow/Idle Cropland",1662726.294666,2009
"7552","georgia","Forest",0,2009
"7553","georgia","Cherries",0,2009
"7554","georgia","Peaches",11060.098408,2009
"7555","georgia","Apples",116.75685,2009
"7556","georgia","Grapes",701.65307,2009
"7557","georgia","Christmas Trees",5.55985,2009
"7558","georgia","Other Tree Crops",25027.10879,2009
"7559","georgia","Citrus",0,2009
"7560","georgia","Pecans",206073.171522,2009
"7561","georgia","Almonds",0,2009
"7562","georgia","Walnuts",36.472616,2009
"7563","georgia","Pears",8.673366,2009
"7564","georgia","Wetlands",0,2009
"7565","georgia","Aquaculture",939.837044,2009
"7566","georgia","Open Water",592925.088188,2009
"7567","georgia","Perennial Ice/Snow",0,2009
"7568","georgia","Developed/Open Space",2210730.463582,2009
"7569","georgia","Developed/Low Intensity",946912.286716,2009
"7570","georgia","Developed/Med Intensity",268718.892594,2009
"7571","georgia","Developed/High Intensity",127031.230406,2009
"7572","georgia","Barren",45146.649182,2009
"7573","georgia","Deciduous Forest",7447814.046744,2009
"7574","georgia","Evergreen Forest",8812845.289768,2009
"7575","georgia","Mixed Forest",424185.864628,2009
"7576","georgia","Shrubland",1244432.759068,2009
"7577","georgia","Grassland/Pasture",4112215.620738,2009
"7578","georgia","Woody Wetlands",5342766.101538,2009
"7579","georgia","Herbaceous Wetlands",573470.950644,2009
"7580","georgia","Pistachios",0,2009
"7581","georgia","Triticale",13.566034,2009
"7582","georgia","Carrots",52.26259,2009
"7583","georgia","Asparagus",0,2009
"7584","georgia","Garlic",0,2009
"7585","georgia","Cantaloupes",193.48278,2009
"7586","georgia","Prunes",0,2009
"7587","georgia","Olives",4.44788,2009
"7588","georgia","Oranges",0,2009
"7589","georgia","Honeydew Melons",0,2009
"7590","georgia","Broccoli",47.147528,2009
"7591","georgia","Peppers",47.592316,2009
"7592","georgia","Pomegranates",0,2009
"7593","georgia","Nectarines",7.561396,2009
"7594","georgia","Greens",174.801684,2009
"7595","georgia","Plums",0,2009
"7596","georgia","Strawberries",0,2009
"7597","georgia","Squash",331.36706,2009
"7598","georgia","Apricots",0,2009
"7599","georgia","Vetch",0,2009
"7600","georgia","Dbl Crop WinWht/Corn",3505.596622,2009
"7601","georgia","Dbl Crop Oats/Corn",1158.895134,2009
"7602","georgia","Lettuce",0,2009
"7603","georgia","Pumpkins",0,2009
"7604","georgia","Dbl Crop Lettuce/Durum Wht",0,2009
"7605","georgia","Dbl Crop Lettuce/Cantaloupe",0,2009
"7606","georgia","Dbl Crop Lettuce/Cotton",0,2009
"7607","georgia","Dbl Crop Lettuce/Barley",0,2009
"7608","georgia","Dbl Crop Durum Wht/Sorghum",0,2009
"7609","georgia","Dbl Crop Barley/Sorghum",7.561396,2009
"7610","georgia","Dbl Crop WinWht/Sorghum",5063.91138,2009
"7611","georgia","Dbl Crop Barley/Corn",79.839446,2009
"7612","georgia","Dbl Crop WinWht/Cotton",14855.696806,2009
"7613","georgia","Dbl Crop Soybeans/Cotton",0,2009
"7614","georgia","Dbl Crop Soybeans/Oats",2475.690008,2009
"7615","georgia","Dbl Crop Corn/Soybeans",13.566034,2009
"7616","georgia","Blueberries",18964.870744,2009
"7617","georgia","Cabbage",184.142232,2009
"7618","georgia","Cauliflower",0,2009
"7619","georgia","Celery",0,2009
"7620","georgia","Radishes",0,2009
"7621","georgia","Turnips",0,2009
"7622","georgia","Eggplants",0,2009
"7623","georgia","Gourds",0,2009
"7624","georgia","Cranberries",0,2009
"7625","georgia","Dbl Crop Barley/Soybeans",65.60623,2009
"7626","idaho","Corn",288835.31947,2009
"7627","idaho","Cotton",0,2009
"7628","idaho","Rice",0,2009
"7629","idaho","Sorghum",430.33239,2009
"7630","idaho","Soybeans",3.113516,2009
"7631","idaho","Sunflower",20.237854,2009
"7632","idaho","Peanuts",0,2009
"7633","idaho","Tobacco",0,2009
"7634","idaho","Sweet Corn",12980.02581,2009
"7635","idaho","Pop or Orn Corn",0,2009
"7636","idaho","Mint",78.727476,2009
"7637","idaho","Barley",525267.495932,2009
"7638","idaho","Durum Wheat",8980.047326,2009
"7639","idaho","Spring Wheat",563444.539548,2009
"7640","idaho","Winter Wheat",798076.214186,2009
"7641","idaho","Other Small Grains",936.945922,2009
"7642","idaho","Dbl Crop WinWht/Soybeans",0,2009
"7643","idaho","Rye",9910.98861,2009
"7644","idaho","Oats",41560.545932,2009
"7645","idaho","Millet",12.898852,2009
"7646","idaho","Speltz",0,2009
"7647","idaho","Canola",12482.308038,2009
"7648","idaho","Flaxseed",142.999342,2009
"7649","idaho","Safflower",22929.93337,2009
"7650","idaho","Rape Seed",238.406368,2009
"7651","idaho","Mustard",2320.014208,2009
"7652","idaho","Alfalfa",1636980.186074,2009
"7653","idaho","Other Hay/Non Alfalfa",174978.932018,2009
"7654","idaho","Camelina",572.442156,2009
"7655","idaho","Buckwheat",0,2009
"7656","idaho","Sugarbeets",164709.44428,2009
"7657","idaho","Dry Beans",127882.332244,2009
"7658","idaho","Potatoes",326924.73985,2009
"7659","idaho","Other Crops",1073.495838,2009
"7660","idaho","Sugarcane",0,2009
"7661","idaho","Sweet Potatoes",0,2009
"7662","idaho","Misc Vegs & Fruits",65.383836,2009
"7663","idaho","Watermelons",0,2009
"7664","idaho","Onions",14110.009724,2009
"7665","idaho","Cucumbers",0,2009
"7666","idaho","Chick Peas",0,2009
"7667","idaho","Lentils",50964.253828,2009
"7668","idaho","Peas",62487.598938,2009
"7669","idaho","Tomatoes",6.894214,2009
"7670","idaho","Caneberries",0,2009
"7671","idaho","Hops",1662.172756,2009
"7672","idaho","Herbs",15833.34083,2009
"7673","idaho","Clover/Wildflowers",1231.617972,2009
"7674","idaho","Sod/Grass Seed",62823.858666,2009
"7675","idaho","Switchgrass",0,2009
"7676","idaho","Fallow/Idle Cropland",550863.26618,2009
"7677","idaho","Forest",0,2009
"7678","idaho","Cherries",335.370152,2009
"7679","idaho","Peaches",819.077102,2009
"7680","idaho","Apples",2269.53077,2009
"7681","idaho","Grapes",299.787112,2009
"7682","idaho","Christmas Trees",2.22394,2009
"7683","idaho","Other Tree Crops",36.917404,2009
"7684","idaho","Citrus",0,2009
"7685","idaho","Pecans",0,2009
"7686","idaho","Almonds",0,2009
"7687","idaho","Walnuts",0,2009
"7688","idaho","Pears",187.92293,2009
"7689","idaho","Wetlands",0,2009
"7690","idaho","Aquaculture",0,2009
"7691","idaho","Open Water",494872.018376,2009
"7692","idaho","Perennial Ice/Snow",10524.573656,2009
"7693","idaho","Developed/Open Space",553033.609226,2009
"7694","idaho","Developed/Low Intensity",222566.577744,2009
"7695","idaho","Developed/Med Intensity",69844.614852,2009
"7696","idaho","Developed/High Intensity",6945.142226,2009
"7697","idaho","Barren",682182.697694,2009
"7698","idaho","Deciduous Forest",253991.517126,2009
"7699","idaho","Evergreen Forest",17606893.838656,2009
"7700","idaho","Mixed Forest",5236.711518,2009
"7701","idaho","Shrubland",21265439.487822,2009
"7702","idaho","Grassland/Pasture",6526263.794182,2009
"7703","idaho","Woody Wetlands",154735.07338,2009
"7704","idaho","Herbaceous Wetlands",132706.94768,2009
"7705","idaho","Pistachios",0,2009
"7706","idaho","Triticale",10200.990386,2009
"7707","idaho","Carrots",562.879214,2009
"7708","idaho","Asparagus",15.56758,2009
"7709","idaho","Garlic",0,2009
"7710","idaho","Cantaloupes",0,2009
"7711","idaho","Prunes",0,2009
"7712","idaho","Olives",0,2009
"7713","idaho","Oranges",0,2009
"7714","idaho","Honeydew Melons",0,2009
"7715","idaho","Broccoli",0,2009
"7716","idaho","Peppers",0,2009
"7717","idaho","Pomegranates",0,2009
"7718","idaho","Nectarines",8.228578,2009
"7719","idaho","Greens",0,2009
"7720","idaho","Plums",177.025624,2009
"7721","idaho","Strawberries",0,2009
"7722","idaho","Squash",0,2009
"7723","idaho","Apricots",0,2009
"7724","idaho","Vetch",0,2009
"7725","idaho","Dbl Crop WinWht/Corn",0,2009
"7726","idaho","Dbl Crop Oats/Corn",0,2009
"7727","idaho","Lettuce",197.485872,2009
"7728","idaho","Pumpkins",40.698102,2009
"7729","idaho","Dbl Crop Lettuce/Durum Wht",0,2009
"7730","idaho","Dbl Crop Lettuce/Cantaloupe",0,2009
"7731","idaho","Dbl Crop Lettuce/Cotton",0,2009
"7732","idaho","Dbl Crop Lettuce/Barley",0,2009
"7733","idaho","Dbl Crop Durum Wht/Sorghum",0,2009
"7734","idaho","Dbl Crop Barley/Sorghum",0,2009
"7735","idaho","Dbl Crop WinWht/Sorghum",0,2009
"7736","idaho","Dbl Crop Barley/Corn",0,2009
"7737","idaho","Dbl Crop WinWht/Cotton",0,2009
"7738","idaho","Dbl Crop Soybeans/Cotton",0,2009
"7739","idaho","Dbl Crop Soybeans/Oats",0,2009
"7740","idaho","Dbl Crop Corn/Soybeans",0,2009
"7741","idaho","Blueberries",0,2009
"7742","idaho","Cabbage",0,2009
"7743","idaho","Cauliflower",0,2009
"7744","idaho","Celery",0,2009
"7745","idaho","Radishes",1242.737672,2009
"7746","idaho","Turnips",348.269004,2009
"7747","idaho","Eggplants",0,2009
"7748","idaho","Gourds",0,2009
"7749","idaho","Cranberries",0,2009
"7750","idaho","Dbl Crop Barley/Soybeans",0,2009
"7751","illinois","Corn",11431208.165376,2009
"7752","illinois","Cotton",0,2009
"7753","illinois","Rice",318.912996,2009
"7754","illinois","Sorghum",3656.602148,2009
"7755","illinois","Soybeans",8515719.121978,2009
"7756","illinois","Sunflower",99.854906,2009
"7757","illinois","Peanuts",0,2009
"7758","illinois","Tobacco",25.352916,2009
"7759","illinois","Sweet Corn",5117.508334,2009
"7760","illinois","Pop or Orn Corn",29032.869518,2009
"7761","illinois","Mint",0,2009
"7762","illinois","Barley",0,2009
"7763","illinois","Durum Wheat",0,2009
"7764","illinois","Spring Wheat",182.807868,2009
"7765","illinois","Winter Wheat",185890.916022,2009
"7766","illinois","Other Small Grains",0,2009
"7767","illinois","Dbl Crop WinWht/Soybeans",420369.805982,2009
"7768","illinois","Rye",171.910562,2009
"7769","illinois","Oats",1441.780302,2009
"7770","illinois","Millet",4.44788,2009
"7771","illinois","Speltz",0,2009
"7772","illinois","Canola",0,2009
"7773","illinois","Flaxseed",0,2009
"7774","illinois","Safflower",0,2009
"7775","illinois","Rape Seed",0,2009
"7776","illinois","Mustard",0,2009
"7777","illinois","Alfalfa",69619.552124,2009
"7778","illinois","Other Hay/Non Alfalfa",26536.941656,2009
"7779","illinois","Camelina",0,2009
"7780","illinois","Buckwheat",61.603138,2009
"7781","illinois","Sugarbeets",87.178448,2009
"7782","illinois","Dry Beans",3673.726486,2009
"7783","illinois","Potatoes",3415.749446,2009
"7784","illinois","Other Crops",700.985888,2009
"7785","illinois","Sugarcane",0,2009
"7786","illinois","Sweet Potatoes",0,2009
"7787","illinois","Misc Vegs & Fruits",162.125226,2009
"7788","illinois","Watermelons",345.155488,2009
"7789","illinois","Onions",0,2009
"7790","illinois","Cucumbers",128.766126,2009
"7791","illinois","Chick Peas",0,2009
"7792","illinois","Lentils",0,2009
"7793","illinois","Peas",1895.241668,2009
"7794","illinois","Tomatoes",476.590342,2009
"7795","illinois","Caneberries",0,2009
"7796","illinois","Hops",0,2009
"7797","illinois","Herbs",736.568928,2009
"7798","illinois","Clover/Wildflowers",2885.784544,2009
"7799","illinois","Sod/Grass Seed",2754.127296,2009
"7800","illinois","Switchgrass",24.685734,2009
"7801","illinois","Fallow/Idle Cropland",181833.115098,2009
"7802","illinois","Forest",0,2009
"7803","illinois","Cherries",0,2009
"7804","illinois","Peaches",5.115062,2009
"7805","illinois","Apples",0,2009
"7806","illinois","Grapes",0,2009
"7807","illinois","Christmas Trees",6.004638,2009
"7808","illinois","Other Tree Crops",0,2009
"7809","illinois","Citrus",0,2009
"7810","illinois","Pecans",0,2009
"7811","illinois","Almonds",0,2009
"7812","illinois","Walnuts",30.02319,2009
"7813","illinois","Pears",0,2009
"7814","illinois","Wetlands",0,2009
"7815","illinois","Aquaculture",7.78379,2009
"7816","illinois","Open Water",633771.971774,2009
"7817","illinois","Perennial Ice/Snow",0,2009
"7818","illinois","Developed/Open Space",1705286.946416,2009
"7819","illinois","Developed/Low Intensity",1699466.673042,2009
"7820","illinois","Developed/Med Intensity",559241.070554,2009
"7821","illinois","Developed/High Intensity",216377.13033,2009
"7822","illinois","Barren",28838.497162,2009
"7823","illinois","Deciduous Forest",5512074.653738,2009
"7824","illinois","Evergreen Forest",32402.138618,2009
"7825","illinois","Mixed Forest",4825.505012,2009
"7826","illinois","Shrubland",2447.668364,2009
"7827","illinois","Grassland/Pasture",4293208.753698,2009
"7828","illinois","Woody Wetlands",410238.424918,2009
"7829","illinois","Herbaceous Wetlands",64135.09369,2009
"7830","illinois","Pistachios",0,2009
"7831","illinois","Triticale",0,2009
"7832","illinois","Carrots",0,2009
"7833","illinois","Asparagus",0,2009
"7834","illinois","Garlic",0,2009
"7835","illinois","Cantaloupes",27.576856,2009
"7836","illinois","Prunes",0,2009
"7837","illinois","Olives",0,2009
"7838","illinois","Oranges",0,2009
"7839","illinois","Honeydew Melons",0,2009
"7840","illinois","Broccoli",0,2009
"7841","illinois","Peppers",0,2009
"7842","illinois","Pomegranates",0,2009
"7843","illinois","Nectarines",0,2009
"7844","illinois","Greens",0,2009
"7845","illinois","Plums",0,2009
"7846","illinois","Strawberries",0,2009
"7847","illinois","Squash",23.796158,2009
"7848","illinois","Apricots",0,2009
"7849","illinois","Vetch",0,2009
"7850","illinois","Dbl Crop WinWht/Corn",726.561198,2009
"7851","illinois","Dbl Crop Oats/Corn",0,2009
"7852","illinois","Lettuce",0,2009
"7853","illinois","Pumpkins",4849.30117,2009
"7854","illinois","Dbl Crop Lettuce/Durum Wht",0,2009
"7855","illinois","Dbl Crop Lettuce/Cantaloupe",0,2009
"7856","illinois","Dbl Crop Lettuce/Cotton",0,2009
"7857","illinois","Dbl Crop Lettuce/Barley",0,2009
"7858","illinois","Dbl Crop Durum Wht/Sorghum",0,2009
"7859","illinois","Dbl Crop Barley/Sorghum",0,2009
"7860","illinois","Dbl Crop WinWht/Sorghum",1424.655964,2009
"7861","illinois","Dbl Crop Barley/Corn",0,2009
"7862","illinois","Dbl Crop WinWht/Cotton",0,2009
"7863","illinois","Dbl Crop Soybeans/Cotton",0,2009
"7864","illinois","Dbl Crop Soybeans/Oats",20.460248,2009
"7865","illinois","Dbl Crop Corn/Soybeans",8.89576,2009
"7866","illinois","Blueberries",0,2009
"7867","illinois","Cabbage",110.974606,2009
"7868","illinois","Cauliflower",0,2009
"7869","illinois","Celery",0,2009
"7870","illinois","Radishes",0,2009
"7871","illinois","Turnips",0,2009
"7872","illinois","Eggplants",0,2009
"7873","illinois","Gourds",0,2009
"7874","illinois","Cranberries",0,2009
"7875","illinois","Dbl Crop Barley/Soybeans",0,2009
"7876","indiana","Corn",5491578.600304,2009
"7877","indiana","Cotton",0,2009
"7878","indiana","Rice",0,2009
"7879","indiana","Sorghum",1072.383868,2009
"7880","indiana","Soybeans",5267899.162984,2009
"7881","indiana","Sunflower",30.467978,2009
"7882","indiana","Peanuts",0,2009
"7883","indiana","Tobacco",131.657248,2009
"7884","indiana","Sweet Corn",243.966218,2009
"7885","indiana","Pop or Orn Corn",29669.361146,2009
"7886","indiana","Mint",127.431762,2009
"7887","indiana","Barley",22.906582,2009
"7888","indiana","Durum Wheat",0,2009
"7889","indiana","Spring Wheat",0,2009
"7890","indiana","Winter Wheat",225264.661752,2009
"7891","indiana","Other Small Grains",0,2009
"7892","indiana","Dbl Crop WinWht/Soybeans",156904.971638,2009
"7893","indiana","Rye",170.576198,2009
"7894","indiana","Oats",924.04707,2009
"7895","indiana","Millet",0,2009
"7896","indiana","Speltz",16.012368,2009
"7897","indiana","Canola",0,2009
"7898","indiana","Flaxseed",0,2009
"7899","indiana","Safflower",0,2009
"7900","indiana","Rape Seed",0,2009
"7901","indiana","Mustard",0,2009
"7902","indiana","Alfalfa",110195.11503,2009
"7903","indiana","Other Hay/Non Alfalfa",71688.7059,2009
"7904","indiana","Camelina",0,2009
"7905","indiana","Buckwheat",0,2009
"7906","indiana","Sugarbeets",0,2009
"7907","indiana","Dry Beans",1647.717146,2009
"7908","indiana","Potatoes",2970.739052,2009
"7909","indiana","Other Crops",15.56758,2009
"7910","indiana","Sugarcane",0,2009
"7911","indiana","Sweet Potatoes",0,2009
"7912","indiana","Misc Vegs & Fruits",94.51745,2009
"7913","indiana","Watermelons",3650.152722,2009
"7914","indiana","Onions",0,2009
"7915","indiana","Cucumbers",190.369264,2009
"7916","indiana","Chick Peas",0,2009
"7917","indiana","Lentils",0,2009
"7918","indiana","Peas",0,2009
"7919","indiana","Tomatoes",3599.002102,2009
"7920","indiana","Caneberries",0,2009
"7921","indiana","Hops",0,2009
"7922","indiana","Herbs",4453.662244,2009
"7923","indiana","Clover/Wildflowers",1062.820926,2009
"7924","indiana","Sod/Grass Seed",916.930462,2009
"7925","indiana","Switchgrass",0,2009
"7926","indiana","Fallow/Idle Cropland",105370.721988,2009
"7927","indiana","Forest",0,2009
"7928","indiana","Cherries",0,2009
"7929","indiana","Peaches",0,2009
"7930","indiana","Apples",6.004638,2009
"7931","indiana","Grapes",2.668728,2009
"7932","indiana","Christmas Trees",2.668728,2009
"7933","indiana","Other Tree Crops",0,2009
"7934","indiana","Citrus",0,2009
"7935","indiana","Pecans",0,2009
"7936","indiana","Almonds",0,2009
"7937","indiana","Walnuts",0,2009
"7938","indiana","Pears",0,2009
"7939","indiana","Wetlands",0,2009
"7940","indiana","Aquaculture",0,2009
"7941","indiana","Open Water",280593.842618,2009
"7942","indiana","Perennial Ice/Snow",0,2009
"7943","indiana","Developed/Open Space",1391611.106722,2009
"7944","indiana","Developed/Low Intensity",696896.06234,2009
"7945","indiana","Developed/Med Intensity",243796.08659,2009
"7946","indiana","Developed/High Intensity",110383.03796,2009
"7947","indiana","Barren",19975.873868,2009
"7948","indiana","Deciduous Forest",5438721.551142,2009
"7949","indiana","Evergreen Forest",71363.343478,2009
"7950","indiana","Mixed Forest",193.927568,2009
"7951","indiana","Shrubland",22913.698608,2009
"7952","indiana","Grassland/Pasture",3150190.327358,2009
"7953","indiana","Woody Wetlands",228492.488268,2009
"7954","indiana","Herbaceous Wetlands",20056.380496,2009
"7955","indiana","Pistachios",0,2009
"7956","indiana","Triticale",71.833262,2009
"7957","indiana","Carrots",0,2009
"7958","indiana","Asparagus",0,2009
"7959","indiana","Garlic",0,2009
"7960","indiana","Cantaloupes",1014.11664,2009
"7961","indiana","Prunes",0,2009
"7962","indiana","Olives",0,2009
"7963","indiana","Oranges",0,2009
"7964","indiana","Honeydew Melons",0,2009
"7965","indiana","Broccoli",0,2009
"7966","indiana","Peppers",12.454064,2009
"7967","indiana","Pomegranates",0,2009
"7968","indiana","Nectarines",0,2009
"7969","indiana","Greens",0,2009
"7970","indiana","Plums",0,2009
"7971","indiana","Strawberries",2.668728,2009
"7972","indiana","Squash",0,2009
"7973","indiana","Apricots",0,2009
"7974","indiana","Vetch",0,2009
"7975","indiana","Dbl Crop WinWht/Corn",328.03115,2009
"7976","indiana","Dbl Crop Oats/Corn",0,2009
"7977","indiana","Lettuce",0,2009
"7978","indiana","Pumpkins",105.859544,2009
"7979","indiana","Dbl Crop Lettuce/Durum Wht",0,2009
"7980","indiana","Dbl Crop Lettuce/Cantaloupe",0,2009
"7981","indiana","Dbl Crop Lettuce/Cotton",0,2009
"7982","indiana","Dbl Crop Lettuce/Barley",0,2009
"7983","indiana","Dbl Crop Durum Wht/Sorghum",0,2009
"7984","indiana","Dbl Crop Barley/Sorghum",0,2009
"7985","indiana","Dbl Crop WinWht/Sorghum",273.989408,2009
"7986","indiana","Dbl Crop Barley/Corn",15.345186,2009
"7987","indiana","Dbl Crop WinWht/Cotton",0,2009
"7988","indiana","Dbl Crop Soybeans/Cotton",0,2009
"7989","indiana","Dbl Crop Soybeans/Oats",0,2009
"7990","indiana","Dbl Crop Corn/Soybeans",0,2009
"7991","indiana","Blueberries",118.758396,2009
"7992","indiana","Cabbage",0,2009
"7993","indiana","Cauliflower",0,2009
"7994","indiana","Celery",0,2009
"7995","indiana","Radishes",0,2009
"7996","indiana","Turnips",30.690372,2009
"7997","indiana","Eggplants",0,2009
"7998","indiana","Gourds",74.946778,2009
"7999","indiana","Cranberries",0,2009
"8000","indiana","Dbl Crop Barley/Soybeans",14.010822,2009
"8001","iowa","Corn",12498330.858518,2009
"8002","iowa","Cotton",0,2009
"8003","iowa","Rice",0,2009
"8004","iowa","Sorghum",102.523634,2009
"8005","iowa","Soybeans",9036714.206776,2009
"8006","iowa","Sunflower",0,2009
"8007","iowa","Peanuts",0,2009
"8008","iowa","Tobacco",0,2009
"8009","iowa","Sweet Corn",273.099832,2009
"8010","iowa","Pop or Orn Corn",3763.796056,2009
"8011","iowa","Mint",0,2009
"8012","iowa","Barley",658.28624,2009
"8013","iowa","Durum Wheat",0,2009
"8014","iowa","Spring Wheat",824.414558,2009
"8015","iowa","Winter Wheat",4092.271994,2009
"8016","iowa","Other Small Grains",0,2009
"8017","iowa","Dbl Crop WinWht/Soybeans",78.94987,2009
"8018","iowa","Rye",160.568468,2009
"8019","iowa","Oats",47707.516092,2009
"8020","iowa","Millet",38.029374,2009
"8021","iowa","Speltz",0,2009
"8022","iowa","Canola",148.114404,2009
"8023","iowa","Flaxseed",15.789974,2009
"8024","iowa","Safflower",0,2009
"8025","iowa","Rape Seed",0,2009
"8026","iowa","Mustard",0,2009
"8027","iowa","Alfalfa",173904.32421,2009
"8028","iowa","Other Hay/Non Alfalfa",48695.167846,2009
"8029","iowa","Camelina",0,2009
"8030","iowa","Buckwheat",0,2009
"8031","iowa","Sugarbeets",0,2009
"8032","iowa","Dry Beans",1133.542218,2009
"8033","iowa","Potatoes",380.29374,2009
"8034","iowa","Other Crops",52.707378,2009
"8035","iowa","Sugarcane",0,2009
"8036","iowa","Sweet Potatoes",0,2009
"8037","iowa","Misc Vegs & Fruits",0,2009
"8038","iowa","Watermelons",65.383836,2009
"8039","iowa","Onions",0,2009
"8040","iowa","Cucumbers",0,2009
"8041","iowa","Chick Peas",0,2009
"8042","iowa","Lentils",0,2009
"8043","iowa","Peas",549.31318,2009
"8044","iowa","Tomatoes",0,2009
"8045","iowa","Caneberries",0,2009
"8046","iowa","Hops",0,2009
"8047","iowa","Herbs",11.564488,2009
"8048","iowa","Clover/Wildflowers",209.717542,2009
"8049","iowa","Sod/Grass Seed",747.911022,2009
"8050","iowa","Switchgrass",7.116608,2009
"8051","iowa","Fallow/Idle Cropland",20880.795054,2009
"8052","iowa","Forest",0,2009
"8053","iowa","Cherries",0,2009
"8054","iowa","Peaches",0,2009
"8055","iowa","Apples",0,2009
"8056","iowa","Grapes",0,2009
"8057","iowa","Christmas Trees",0,2009
"8058","iowa","Other Tree Crops",0,2009
"8059","iowa","Citrus",0,2009
"8060","iowa","Pecans",0,2009
"8061","iowa","Almonds",0,2009
"8062","iowa","Walnuts",0,2009
"8063","iowa","Pears",0,2009
"8064","iowa","Wetlands",0,2009
"8065","iowa","Aquaculture",0,2009
"8066","iowa","Open Water",338283.068612,2009
"8067","iowa","Perennial Ice/Snow",0,2009
"8068","iowa","Developed/Open Space",1866680.940944,2009
"8069","iowa","Developed/Low Intensity",589767.76057,2009
"8070","iowa","Developed/Med Intensity",152441.07927,2009
"8071","iowa","Developed/High Intensity",44741.447314,2009
"8072","iowa","Barren",13129.474578,2009
"8073","iowa","Deciduous Forest",2734691.839552,2009
"8074","iowa","Evergreen Forest",7367.023644,2009
"8075","iowa","Mixed Forest",17083.19511,2009
"8076","iowa","Shrubland",3260.740828,2009
"8077","iowa","Grassland/Pasture",7957805.52121,2009
